Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
2113,50,RM,50.0,5000,Pave,missing,4,4,4,Inside,3,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,1941,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,3,3,1,5,600.0,1,0.0,72.0,672.0,GasA,5,1,5,832,378,0,1210,0.0,0.0,1,0,3,1,4,6,8,0,0,Detchd,1941.0,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,0,missing,0,5,2008,WD,Normal
2114,70,RM,59.0,5870,Pave,missing,4,4,4,Corner,3,BrkSide,Feedr,Feedr,1Fam,2Story,6,9,1900,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,BrkTil,3,3,1,1,0.0,1,0.0,554.0,554.0,GasA,5,1,5,736,554,0,1290,0.0,0.0,1,1,3,1,3,6,8,0,0,Detchd,1926.0,1,1.0,200.0,2,3,3,38,112,0,0,0,0,0,3,Shed,400,4,2008,WD,Normal
2115,50,RM,50.0,6000,Pave,missing,4,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1940,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,521.0,1,0.0,460.0,981.0,GasA,5,1,5,1014,658,0,1672,0.0,0.0,1,1,3,1,4,6,8,1,4,Detchd,1940.0,1,1.0,240.0,3,3,3,0,11,0,0,0,0,0,4,missing,0,7,2008,WD,Normal
2116,30,RM,50.0,6000,Pave,missing,4,2,4,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,5,7,1924,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,BrkTil,3,2,1,1,0.0,1,0.0,949.0,949.0,GasA,5,1,5,949,0,0,949,0.0,0.0,1,0,2,1,3,5,8,1,2,Detchd,1924.0,1,2.0,370.0,3,3,3,0,0,48,0,0,0,0,0,missing,0,7,2008,WD,Normal
2117,50,RM,50.0,6000,Pave,missing,4,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,1,3,201.0,2,162.0,462.0,825.0,GasA,5,1,5,825,672,0,1497,0.0,0.0,2,0,3,1,3,5,8,0,0,Detchd,2004.0,1,1.0,672.0,3,3,3,272,0,0,0,0,0,0,4,missing,0,5,2008,WD,Normal
2118,50,RM,50.0,6000,Pave,missing,4,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,2,264.0,1,0.0,475.0,739.0,GasA,5,1,5,874,468,0,1342,0.0,0.0,2,0,2,2,3,7,8,1,4,Detchd,1939.0,1,1.0,240.0,3,3,3,0,0,0,0,0,0,0,0,missing,0,4,2008,WD,Normal
2119,45,RM,50.0,5000,Pave,missing,4,3,4,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,992.0,992.0,GasA,5,1,5,1013,0,0,1013,0.0,0.0,1,0,3,1,3,6,8,0,0,Detchd,1926.0,1,1.0,160.0,2,3,3,0,0,101,0,0,0,0,0,missing,0,4,2008,WD,Normal
2120,50,RM,60.0,5520,Pave,missing,3,4,4,FR2,3,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,1920,1997,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,4,BrkTil,3,3,1,5,68.0,1,0.0,497.0,565.0,GasA,3,1,5,565,651,0,1216,1.0,0.0,1,0,3,1,3,6,8,1,4,BuiltIn,1920.0,2,1.0,355.0,2,3,3,0,0,180,0,0,0,0,3,missing,0,4,2008,WD,Normal
2121,20,RM,99.0,5940,Pave,missing,3,4,4,FR3,3,BrkSide,Feedr,Norm,1Fam,1Story,4,7,1946,1950,Gable,CompShg,MetalSd,CBlock,None,0.0,3,3,PConc,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,1,4,896,0,0,896,0.0,0.0,1,0,2,1,3,4,8,0,0,Detchd,1946.0,1,1.0,280.0,3,3,3,0,0,0,0,0,0,0,3,missing,0,4,2008,ConLD,Abnorml
2122,50,RM,52.0,6240,Pave,missing,4,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1929,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,4,80.0,1,0.0,624.0,704.0,GasA,5,1,5,624,512,0,1136,0.0,1.0,1,0,2,1,3,6,8,0,0,Detchd,1990.0,1,1.0,336.0,3,3,3,0,365,80,0,0,0,0,0,missing,0,8,2008,WD,Normal
2123,30,RM,0.0,6120,Pave,missing,4,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,5,6,1945,1995,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,0,5,808,0,0,808,0.0,0.0,1,0,1,1,3,6,6,0,0,Attchd,1925.0,1,1.0,164.0,3,3,2,0,48,0,0,0,0,0,0,missing,0,6,2008,WD,Normal
2124,50,RM,52.0,6240,Pave,missing,4,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,7,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,2,3,300.0,2,240.0,449.0,989.0,GasA,3,1,5,1245,764,0,2009,0.0,0.0,2,0,4,1,3,7,6,1,4,Detchd,1939.0,1,2.0,400.0,3,3,3,0,20,0,0,0,0,0,3,missing,0,1,2008,WD,Normal
2125,70,RM,51.0,6120,Pave,missing,4,4,4,Inside,3,OldTown,Artery,Norm,1Fam,2Story,5,5,1923,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,2,203.0,1,0.0,897.0,1100.0,GasA,3,1,5,1226,676,0,1902,0.0,0.0,2,0,4,1,3,7,8,0,0,Detchd,1960.0,1,2.0,576.0,3,3,3,0,139,55,0,0,0,0,0,missing,0,10,2008,WD,Normal
2126,50,RL,60.0,9144,Pave,Pave,4,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,4,1915,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,3,1,1,0.0,1,0.0,810.0,810.0,GasA,5,1,5,1170,546,0,1716,0.0,0.0,2,0,4,1,4,8,8,0,0,Detchd,1970.0,1,2.0,672.0,3,3,3,0,195,0,0,0,0,0,0,missing,0,3,2008,WD,Normal
2127,60,RM,57.0,8094,Pave,Grvl,4,4,4,Inside,3,OldTown,Norm,Norm,2fmCon,2.5Unf,6,8,1910,1983,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,2,3,196.0,1,0.0,1046.0,1242.0,GasA,4,1,5,1242,742,0,1984,0.0,0.0,2,0,5,1,3,8,8,0,0,Detchd,0.0,0,1.0,360.0,0,0,3,64,0,180,0,0,0,0,3,Shed,1000,9,2008,WD,Normal
2128,50,RM,63.0,4347,Pave,missing,4,4,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1910,1950,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,4,3,BrkTil,4,4,1,1,0.0,1,0.0,796.0,796.0,GasA,5,1,5,825,784,0,1609,0.0,0.0,1,0,3,1,3,7,8,0,0,Detchd,1910.0,1,1.0,228.0,2,2,1,0,182,0,0,0,0,0,0,missing,0,6,2008,WD,Normal
2129,30,RM,0.0,6291,Grvl,missing,3,4,4,Inside,3,IDOTRR,RRNe,Norm,1Fam,1Story,6,6,1930,1950,Gable,CompShg,Stucco,Wd Shng,None,0.0,4,4,BrkTil,3,3,1,1,0.0,1,0.0,768.0,768.0,GasA,3,1,5,768,0,0,768,0.0,0.0,1,0,1,1,3,4,8,0,0,Detchd,1930.0,1,2.0,440.0,3,3,1,0,0,84,0,0,0,0,0,missing,0,7,2008,WD,Normal
2130,70,RM,60.0,10266,Pave,missing,4,4,4,Inside,3,IDOTRR,Norm,Norm,1Fam,2Story,6,6,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,372.0,1,0.0,396.0,768.0,GasA,3,1,4,768,768,0,1536,0.0,0.0,1,1,4,1,3,7,8,0,0,Detchd,1952.0,1,1.0,308.0,3,3,3,0,216,80,0,0,0,0,0,missing,0,5,2008,COD,Abnorml
2131,50,RM,60.0,6876,Pave,missing,4,3,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1938,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,1272.0,1272.0,GasA,3,1,5,1272,0,697,1969,0.0,0.0,2,0,4,1,3,9,7,1,4,Detchd,1938.0,1,2.0,400.0,3,3,3,0,34,0,0,0,0,0,0,missing,0,11,2008,COD,Normal
2132,50,RM,0.0,10320,Pave,Grvl,4,4,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1915,1978,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,BrkTil,3,2,1,1,0.0,1,0.0,880.0,880.0,GasA,4,1,5,880,428,0,1308,0.0,0.0,2,0,2,1,3,6,8,0,0,Detchd,1950.0,1,2.0,400.0,2,2,3,0,0,117,0,0,0,0,0,missing,0,4,2008,WD,Normal
2133,30,RM,60.0,7200,Pave,missing,4,4,4,Corner,3,IDOTRR,Norm,Norm,1Fam,1Story,6,7,1925,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1040.0,1040.0,GasA,4,1,5,1040,0,0,1040,0.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,1993.0,1,2.0,320.0,3,3,3,0,132,0,0,0,0,0,0,missing,0,7,2008,WD,Normal
2134,50,RM,62.0,7006,Pave,missing,4,4,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,PConc,3,3,1,3,121.0,1,0.0,647.0,768.0,GasA,3,1,5,788,448,0,1236,1.0,0.0,2,0,3,1,3,6,8,1,4,Detchd,1985.0,1,1.0,384.0,3,3,3,0,0,0,0,0,0,0,3,missing,0,8,2008,WD,Family
2135,30,RM,60.0,10320,Pave,missing,4,4,4,Inside,3,IDOTRR,RRNe,Norm,1Fam,1Story,5,8,1912,1991,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,3,1,1,0.0,1,0.0,451.0,451.0,GasA,3,1,5,759,0,0,759,0.0,0.0,1,0,1,1,3,5,8,0,0,Detchd,1997.0,1,2.0,576.0,3,3,1,40,0,0,0,0,0,0,0,missing,0,8,2008,ConLD,Family
2136,190,RM,60.0,10320,Pave,Grvl,4,4,4,Inside,3,IDOTRR,Norm,Norm,2fmCon,2Story,3,3,1915,1950,Gable,CompShg,AsphShn,AsphShn,None,0.0,2,2,PConc,3,2,1,1,0.0,1,0.0,536.0,536.0,GasA,5,0,3,808,536,0,1344,0.0,0.0,2,0,3,2,3,8,8,0,0,missing,0.0,0,0.0,0.0,0,0,1,42,0,204,0,0,0,0,0,missing,0,5,2008,WD,Normal
2137,20,RL,82.0,9488,Pave,missing,4,4,4,Inside,3,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1947,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,CBlock,3,3,1,1,0.0,1,0.0,1046.0,1046.0,GasA,4,0,5,1054,0,0,1054,0.0,0.0,1,0,3,1,3,6,8,0,0,Detchd,1947.0,1,1.0,240.0,3,3,3,0,60,122,0,0,0,0,0,missing,0,9,2008,WD,Abnorml
2138,85,RL,0.0,11235,Pave,missing,4,4,4,Corner,3,Sawyer,Feedr,Norm,1Fam,SFoyer,5,6,1963,1963,Gable,CompShg,HdBoard,Wd Sdng,None,0.0,3,3,CBlock,4,3,3,5,784.0,1,0.0,197.0,981.0,GasA,3,1,5,1075,0,0,1075,1.0,0.0,1,0,3,1,4,6,8,0,0,Detchd,1996.0,1,2.0,440.0,3,3,3,64,0,0,0,64,0,0,3,missing,0,5,2008,WD,Abnorml
2139,80,RL,80.0,13014,Pave,missing,4,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,3,3,CBlock,3,3,3,5,528.0,1,0.0,480.0,1008.0,GasA,3,1,5,1096,0,0,1096,1.0,0.0,1,0,3,1,3,6,8,1,2,Attchd,1978.0,1,2.0,484.0,3,3,3,168,0,0,0,0,0,0,0,missing,0,12,2008,WD,Normal
2140,20,RL,68.0,10265,Pave,missing,3,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2005,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,CBlock,3,3,1,5,758.0,1,0.0,234.0,992.0,GasA,5,1,5,992,0,0,992,1.0,0.0,1,0,3,1,4,6,8,0,0,Attchd,1967.0,2,1.0,294.0,3,3,3,204,0,0,0,0,0,0,3,Shed,600,7,2008,WD,Normal
2141,85,RL,0.0,7703,Pave,missing,3,4,4,CulDSac,3,Sawyer,Norm,Norm,1Fam,SFoyer,6,8,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkCmn,40.0,3,3,CBlock,4,3,4,5,450.0,1,0.0,0.0,450.0,GasA,5,1,5,1034,0,0,1034,0.0,1.0,1,0,3,1,3,6,8,1,1,Basment,1978.0,3,2.0,504.0,3,3,3,311,0,0,0,0,0,0,2,missing,0,5,2008,WD,Normal
2142,20,RL,0.0,9981,Pave,missing,3,4,4,Corner,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,340.0,3,3,CBlock,3,3,2,4,221.0,1,0.0,852.0,1073.0,GasA,4,1,5,1073,0,0,1073,0.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1967.0,2,1.0,270.0,3,3,3,0,90,0,0,0,0,0,3,missing,0,3,2008,WD,Normal
2143,85,RL,0.0,7400,Pave,missing,3,4,4,CulDSac,3,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1984,1984,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,2,104.0,5,956.0,0.0,1060.0,GasA,3,1,5,1126,0,0,1126,1.0,0.0,1,0,2,1,3,5,8,0,0,Attchd,1984.0,1,2.0,506.0,3,3,3,178,0,0,0,0,0,0,0,missing,0,3,2008,WD,Normal
2144,190,RL,60.0,12900,Pave,missing,4,4,4,Inside,3,Sawyer,Feedr,Norm,2fmCon,1Story,5,4,1920,1950,Gable,CompShg,BrkFace,Stucco,None,0.0,3,3,PConc,3,2,1,4,1300.0,1,0.0,0.0,1300.0,GasA,2,1,5,1140,0,0,1140,1.0,0.0,1,0,3,1,3,6,8,0,0,CarPort,1920.0,1,2.0,400.0,3,3,3,0,0,190,0,0,0,0,0,missing,0,1,2008,WD,Alloca
2145,20,RL,94.0,9239,Pave,missing,4,4,4,Inside,3,Sawyer,Feedr,Norm,1Fam,1Story,5,8,1963,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,6,634.0,1,0.0,326.0,960.0,GasA,5,1,5,960,0,0,960,1.0,0.0,1,0,3,1,4,6,8,0,0,Attchd,1963.0,3,1.0,300.0,3,3,3,168,0,0,0,0,0,0,0,missing,0,5,2008,WD,Normal
2146,20,RL,88.0,14175,Pave,missing,4,4,4,Inside,3,Sawyer,PosA,Norm,1Fam,1Story,6,8,1956,1956,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,4,4,6,776.0,1,0.0,212.0,988.0,GasA,3,1,4,1188,0,0,1188,1.0,0.0,1,0,1,1,3,4,8,1,3,Attchd,1956.0,1,2.0,621.0,3,3,3,102,89,231,0,0,0,0,0,missing,0,6,2008,WD,Normal
2147,190,RL,0.0,10532,Pave,missing,4,4,4,Corner,3,ClearCr,Norm,Norm,1Fam,1Story,5,3,1960,1960,Flat,Tar&Grv,Plywood,Plywood,Stone,275.0,3,3,CBlock,3,3,2,3,988.0,1,0.0,0.0,988.0,GasA,4,1,5,1721,0,0,1721,1.0,0.0,2,0,3,1,3,7,5,2,3,Basment,1960.0,1,2.0,626.0,3,3,3,50,84,0,0,0,0,0,0,missing,0,12,2008,WD,Abnorml
2148,50,RL,63.0,8375,Pave,missing,4,4,4,Corner,3,Sawyer,Norm,Norm,1Fam,1.5Fin,5,7,1941,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,5,336.0,1,0.0,240.0,576.0,GasA,4,1,5,864,486,0,1350,1.0,0.0,1,1,2,1,4,6,7,0,0,2Types,1973.0,1,3.0,627.0,3,3,1,0,0,0,0,0,0,0,3,missing,0,6,2008,WD,Normal
2149,80,RL,0.0,10200,Pave,missing,4,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1970,1970,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,4,PConc,4,3,3,5,704.0,1,0.0,160.0,864.0,GasA,5,1,5,904,0,0,904,0.0,0.0,1,0,3,1,4,5,8,0,0,2Types,1979.0,1,3.0,912.0,3,3,3,143,0,0,0,0,0,0,3,missing,0,6,2008,WD,Normal
2150,20,RL,82.0,20270,Pave,missing,3,4,4,CulDSac,3,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,4,6,599.0,1,0.0,925.0,1524.0,GasA,3,1,5,1524,0,0,1524,1.0,0.0,2,0,3,1,3,7,8,2,4,Attchd,1979.0,3,2.0,478.0,3,3,3,140,0,0,0,0,0,0,0,missing,0,4,2008,WD,Normal
2151,50,RL,50.0,5190,Pave,missing,4,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,7,5,1948,1950,Gable,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,570.0,570.0,GasA,3,1,5,617,462,0,1079,0.0,0.0,1,0,2,1,3,5,8,1,4,Attchd,1948.0,1,1.0,249.0,3,3,3,135,0,0,0,0,0,0,0,missing,0,1,2008,WD,Normal
2152,30,RL,85.0,19550,Pave,missing,4,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,7,1940,2007,Flat,Tar&Grv,missing,missing,None,0.0,3,3,PConc,3,3,4,5,1035.0,1,0.0,545.0,1580.0,GasA,5,1,5,1518,0,0,1518,1.0,0.0,1,0,2,1,2,5,8,2,4,missing,0.0,0,0.0,0.0,0,0,3,0,39,0,0,0,0,0,0,missing,0,1,2008,WD,Normal
2153,20,RL,68.0,9571,Pave,missing,4,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,3,870.0,1,0.0,639.0,1509.0,GasA,3,1,4,1509,0,0,1509,1.0,0.0,1,0,3,1,4,6,8,1,3,Attchd,1956.0,1,1.0,322.0,3,3,3,158,0,0,0,576,0,0,3,missing,0,7,2008,WD,Normal
2154,90,RL,50.0,9350,Pave,missing,4,4,4,Inside,3,Edwards,Norm,Norm,Duplex,SFoyer,5,5,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,3,6,864.0,1,0.0,0.0,864.0,GasA,2,0,5,864,0,0,864,1.0,0.0,1,0,2,1,3,4,8,0,0,missing,0.0,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,missing,0,4,2008,WD,Normal
2155,60,RL,50.0,9360,Pave,missing,4,4,4,Corner,3,Edwards,Norm,Norm,1Fam,2Story,6,8,1962,2001,Gable,CompShg,VinylSd,VinylSd,BrkCmn,216.0,4,3,CBlock,3,3,1,3,324.0,1,0.0,297.0,621.0,GasA,3,1,5,621,648,0,1269,0.0,0.0,1,1,3,1,3,7,8,0,0,Detchd,1962.0,1,1.0,280.0,3,3,3,0,236,0,0,0,0,0,2,missing,0,11,2008,WD,Normal
2156,60,RL,0.0,9771,Pave,missing,1,4,4,Corner,3,SawyerW,Norm,Norm,1Fam,2Story,6,5,1995,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,190.0,4,3,PConc,4,3,1,2,779.0,1,0.0,298.0,1077.0,GasA,5,1,5,1093,1721,0,2814,0.0,1.0,2,1,4,1,4,9,8,1,3,BuiltIn,1995.0,3,2.0,614.0,3,3,3,48,32,0,0,216,0,0,4,missing,0,6,2008,WD,Normal
2157,20,RL,80.0,9938,Pave,missing,4,4,4,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,7,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,251.0,4,3,PConc,4,3,1,6,1271.0,1,0.0,331.0,1602.0,GasA,5,1,5,1626,0,0,1626,1.0,0.0,2,1,3,1,4,7,8,1,3,Attchd,1994.0,2,2.0,534.0,3,3,3,424,40,0,0,0,0,0,0,missing,0,4,2008,WD,Normal
2158,60,RL,0.0,14171,Pave,missing,2,4,4,CulDSac,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,355.0,1,0.0,457.0,812.0,GasA,5,1,5,1101,1099,0,2200,0.0,0.0,2,1,4,1,4,9,8,1,3,Attchd,1993.0,2,2.0,453.0,3,3,3,168,98,0,0,0,0,0,0,missing,0,12,2008,WD,Normal
2159,80,RL,85.0,10541,Pave,missing,3,4,4,Corner,3,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,672.0,672.0,GasA,5,1,5,1302,735,0,2037,0.0,0.0,2,1,3,1,4,8,8,1,3,Attchd,1996.0,3,2.0,472.0,3,3,3,100,33,0,0,0,0,0,0,missing,0,2,2008,WD,Normal
2160,60,RL,65.0,10616,Pave,missing,3,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,628.0,628.0,GasA,5,1,5,628,728,0,1356,0.0,0.0,2,1,3,1,4,6,8,1,4,BuiltIn,2007.0,3,2.0,484.0,3,3,3,100,24,0,0,0,0,0,0,missing,0,3,2008,New,Partial
2161,20,RL,65.0,9345,Pave,missing,3,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,156.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1615.0,1615.0,GasA,5,1,5,1615,0,0,1615,0.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2007.0,2,3.0,864.0,3,3,3,168,30,0,0,0,0,0,0,missing,0,5,2008,WD,Normal
2162,20,RL,91.0,11778,Pave,missing,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,554.0,4,3,PConc,4,3,4,6,2085.0,1,0.0,186.0,2271.0,GasA,5,1,5,2276,0,0,2276,1.0,0.0,2,0,3,1,5,7,8,2,4,Attchd,2008.0,2,3.0,1348.0,4,3,3,0,0,70,0,255,0,0,0,missing,0,6,2008,WD,Abnorml
2163,20,RL,91.0,11778,Pave,missing,4,4,4,Inside,3,CollgCr,PosN,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,402.0,5,3,PConc,5,3,3,6,1153.0,1,0.0,598.0,1751.0,GasA,5,1,5,1766,0,0,1766,1.0,0.0,2,1,3,1,5,8,8,2,4,Attchd,2008.0,3,3.0,874.0,3,3,3,216,36,0,0,0,0,0,0,missing,0,12,2008,New,Partial
2164,80,RL,0.0,11454,Pave,missing,2,4,4,Corner,3,SawyerW,Norm,Norm,1Fam,SLvl,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,4,3,PConc,4,3,4,6,770.0,1,0.0,631.0,1401.0,GasA,5,1,5,1511,0,0,1511,1.0,0.0,2,0,3,1,4,6,8,1,2,Attchd,1995.0,3,3.0,811.0,3,3,3,168,42,0,0,0,0,0,0,missing,0,2,2008,WD,Normal
2165,20,RL,0.0,11500,Pave,missing,3,3,4,CulDSac,3,ClearCr,Norm,Norm,1Fam,1Story,6,6,1966,1966,Flat,Tar&Grv,Plywood,Plywood,None,0.0,3,3,CBlock,4,4,4,2,262.0,5,723.0,197.0,1182.0,GasA,5,1,5,1643,0,0,1643,1.0,0.0,2,0,2,1,3,6,8,1,4,Attchd,1966.0,1,2.0,438.0,3,3,3,339,0,0,0,0,0,0,0,missing,0,3,2008,WD,Normal
2166,20,RL,65.0,9750,Pave,missing,4,1,4,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,722.0,1,0.0,268.0,990.0,GasA,5,1,5,990,0,0,990,1.0,0.0,1,0,3,1,3,5,8,0,0,Detchd,1997.0,1,2.0,528.0,3,3,3,168,0,0,0,0,0,0,0,missing,0,8,2008,WD,Normal
2167,20,RL,0.0,8696,Pave,missing,3,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,3,3,PConc,4,3,4,6,1308.0,1,0.0,110.0,1418.0,GasA,5,1,5,1418,0,0,1418,1.0,0.0,2,0,3,1,4,5,8,1,3,Attchd,1997.0,2,2.0,558.0,3,3,3,208,110,0,0,0,0,0,0,missing,0,5,2008,WD,Normal
2168,60,RL,0.0,13142,Pave,missing,3,4,4,Corner,3,CollgCr,PosN,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,128.0,3,3,PConc,4,3,1,6,688.0,1,0.0,176.0,864.0,GasA,5,1,5,872,899,0,1771,1.0,0.0,2,1,3,1,4,6,8,0,0,Attchd,1997.0,2,2.0,600.0,3,3,3,0,96,0,0,0,0,0,0,missing,0,7,2008,WD,Normal
